reporting_period,predicted_ggr,actual_ggr,abs_error,mape,direction_correct
2025-Q1,190524590.16393444,206800000.0,16275409.83606556,0.07870120810476576,True
2025-FY,823444857.5829366,803700000.0,19744857.582936645,0.024567447533826857,True
