Date,Total Stakes,Total Paid,Profit
 Κυριακή 15 Ιουνίου 2014,"2,855,978.00€","224,006.00€","2,631,972.00€"
 Πέμπτη 12 Ιουνίου 2014,"2,654,556.00€","121,743.50€","2,532,812.50€"
 Κυριακή 8 Ιουνίου 2014,"2,427,510.00€","217,089.00€","2,210,421.00€"
 Πέμπτη 5 Ιουνίου 2014,"2,620,507.00€","365,486.84€","2,255,020.16€"
 Κυριακή 1 Ιουνίου 2014,"2,467,924.00€","536,893.75€","1,931,030.25€"
 Πέμπτη 29 Μαΐου 2014,"2,870,416.00€","308,663.36€","2,561,752.64€"
 Κυριακή 25 Μαΐου 2014,"2,494,699.00€","48,894.00€","2,445,805.00€"
 Πέμπτη 22 Μαΐου 2014,"2,457,795.00€","2,999,732.48€","-541,937.48€"
 Κυριακή 18 Μαΐου 2014,"2,400,040.00€","2,109,763.14€","290,276.86€"
 Πέμπτη 15 Μαΐου 2014,"3,423,835.00€","219,800.01€","3,204,034.99€"
 Κυριακή 11 Μαΐου 2014,"3,151,277.00€","528,248.65€","2,623,028.35€"
 Πέμπτη 8 Μαΐου 2014,"3,031,641.00€","94,494.50€","2,937,146.50€"
 Κυριακή 4 Μαΐου 2014,"2,771,482.00€","300,555.50€","2,470,926.50€"
 Πέμπτη 1 Μαΐου 2014,"3,102,285.00€","241,963.50€","2,860,321.50€"
 Κυριακή 27 Απρίλη 2014,"4,755,687.00€","347,352.65€","4,408,334.35€"
 Πέμπτη 24 Απρίλη 2014,"4,579,574.00€","374,089.20€","4,205,484.80€"
 Σάββατο 19 Απρίλη 2014,"3,887,896.00€","659,531.74€","3,228,364.26€"
 Τετάρτη 16 Απρίλη 2014,"2,830,336.00€","372,498.39€","2,457,837.61€"
 Κυριακή 13 Απρίλη 2014,"2,695,941.00€","281,966.29€","2,413,974.71€"
 Πέμπτη 10 Απρίλη 2014,"3,635,177.00€","412,023.76€","3,223,153.24€"
 Κυριακή 6 Απρίλη 2014,"2,981,283.00€","366,951.48€","2,614,331.52€"
 Πέμπτη 3 Απρίλη 2014,"3,191,593.00€","505,367.22€","2,686,225.78€"
 Κυριακή 30 Μαρτίου 2014,"2,628,152.00€","273,023.46€","2,355,128.54€"
 Πέμπτη 27 Μαρτίου 2014,"3,260,778.00€","207,925.28€","3,052,852.72€"
 Κυριακή 23 Μαρτίου 2014,"2,591,317.00€","396,055.37€","2,195,261.63€"
 Πέμπτη 20 Μαρτίου 2014,"2,949,093.00€","268,846.91€","2,680,246.09€"
 Κυριακή 16 Μαρτίου 2014,"2,613,719.00€","618,589.95€","1,995,129.05€"
 Πέμπτη 13 Μαρτίου 2014,"3,471,184.00€","1,837,400.79€","1,633,783.21€"
 Κυριακή 9 Μαρτίου 2014,"2,979,380.00€","242,423.50€","2,736,956.50€"
 Πέμπτη 6 Μαρτίου 2014,"3,265,478.00€","62,834.00€","3,202,644.00€"
 Κυριακή 2 Μαρτίου 2014,"2,747,685.00€","3,567,326.08€","-819,641.08€"
 Πέμπτη 27 Φεβρουάριου 2014,"4,767,995.00€","3,603,616.41€","1,164,378.59€"
 Κυριακή 23 Φεβρουάριου 2014,"3,924,917.00€","1,247,801.65€","2,677,115.35€"
 Πέμπτη 20 Φεβρουάριου 2014,"3,581,890.00€","428,651.10€","3,153,238.90€"
 Κυριακή 16 Φεβρουάριου 2014,"3,173,166.00€","448,549.81€","2,724,616.19€"
 Πέμπτη 13 Φεβρουάριου 2014,"3,410,161.00€","1,269,602.78€","2,140,558.22€"
 Κυριακή 9 Φεβρουάριου 2014,"3,077,761.00€","584,293.89€","2,493,467.11€"
 Πέμπτη 6 Φεβρουάριου 2014,"3,247,988.00€","171,605.50€","3,076,382.50€"
 Κυριακή 2 Φεβρουάριου 2014,"2,824,590.00€","341,098.28€","2,483,491.72€"
 Πέμπτη 30 Ιανουαρίου 2014,"3,194,865.00€","325,575.78€","2,869,289.22€"
 Κυριακή 26 Ιανουαρίου 2014,"3,183,208.00€","136,001.44€","3,047,206.56€"
 Πέμπτη 23 Ιανουαρίου 2014,"3,301,687.00€","505,908.14€","2,795,778.86€"
 Κυριακή 19 Ιανουαρίου 2014,"2,907,927.00€","2,111,009.94€","796,917.06€"
 Πέμπτη 16 Ιανουαρίου 2014,"3,253,117.00€","1,306,205.72€","1,946,911.28€"
 Κυριακή 12 Ιανουαρίου 2014,"3,444,121.00€","86,573.00€","3,357,548.00€"
 Πέμπτη 9 Ιανουαρίου 2014,"3,627,273.00€","256,092.00€","3,371,181.00€"
 Κυριακή 5 Ιανουαρίου 2014,"3,203,367.00€","477,254.25€","2,726,112.75€"
 Πέμπτη 2 Ιανουαρίου 2014,"5,143,940.00€","230,409.08€","4,913,530.92€"
 Κυριακή 29 Δεκέμβρη 2013,"6,541,029.00€","1,232,165.68€","5,308,863.32€"
 Πέμπτη 26 Δεκέμβρη 2013,"5,901,663.00€","201,266.00€","5,700,397.00€"
 Κυριακή 22 Δεκέμβρη 2013,"4,909,775.00€","478,423.00€","4,431,352.00€"
 Πέμπτη 19 Δεκέμβρη 2013,"4,179,520.00€","714,015.46€","3,465,504.54€"
 Κυριακή 15 Δεκέμβρη 2013,"3,895,395.00€","130,699.84€","3,764,695.16€"
 Πέμπτη 12 Δεκέμβρη 2013,"3,832,952.00€","591,403.37€","3,241,548.63€"
 Κυριακή 8 Δεκέμβρη 2013,"2,807,323.00€","886,344.53€","1,920,978.47€"
 Πέμπτη 5 Δεκέμβρη 2013,"3,908,971.00€","3,132,902.47€","776,068.53€"
 Κυριακή 1 Δεκέμβρη 2013,"3,511,471.00€","101,005.50€","3,410,465.50€"
 Πέμπτη 28 Νοεμβρίου 2013,"3,711,769.00€","210,043.50€","3,501,725.50€"
 Πέμπτη 21 Νοεμβρίου 2013,"3,324,428.00€","1,706,208.70€","1,618,219.30€"
 Κυριακή 17 Νοεμβρίου 2013,"3,057,236.00€","76,211.00€","2,981,025.00€"
 Πέμπτη 14 Νοεμβρίου 2013,"3,257,940.00€","4,993,660.27€","-1,735,720.27€"
 Κυριακή 10 Νοεμβρίου 2013,"4,309,613.00€","3,783,851.38€","525,761.62€"
 Πέμπτη 7 Νοεμβρίου 2013,"4,297,343.00€","349,531.88€","3,947,811.12€"
 Κυριακή 3 Νοεμβρίου 2013,"3,769,739.00€","529,814.35€","3,239,924.65€"
 Πέμπτη 31 Οκτωβρίου 2013,"3,844,337.00€","558,062.46€","3,286,274.54€"
 Κυριακή 27 Οκτωβρίου 2013,"3,303,043.00€","409,056.86€","2,893,986.14€"
 Πέμπτη 24 Οκτωβρίου 2013,"3,285,014.00€","267,720.86€","3,017,293.14€"
 Κυριακή 20 Οκτωβρίου 2013,"2,938,156.00€","1,667,420.30€","1,270,735.70€"
 Πέμπτη 17 Οκτωβρίου 2013,"3,251,496.00€","413,142.48€","2,838,353.52€"
 Κυριακή 13 Οκτωβρίου 2013,"4,955,773.00€","227,195.33€","4,728,577.67€"
 Πέμπτη 10 Οκτωβρίου 2013,"4,919,518.00€","512,880.56€","4,406,637.44€"
 Κυριακή 6 Οκτωβρίου 2013,"4,347,832.00€","555,203.36€","3,792,628.64€"
 Πέμπτη 3 Οκτωβρίου 2013,"4,480,867.00€","677,940.14€","3,802,926.86€"
 Κυριακή 29 Σεπτεμβρίου 2013,"3,908,318.00€","376,641.09€","3,531,676.91€"
 Πέμπτη 26 Σεπτεμβρίου 2013,"3,837,613.00€","947,746.26€","2,889,866.74€"
 Κυριακή 22 Σεπτεμβρίου 2013,"3,370,999.00€","73,103.00€","3,297,896.00€"
 Πέμπτη 19 Σεπτεμβρίου 2013,"3,451,812.00€","395,241.50€","3,056,570.50€"
 Κυριακή 15 Σεπτεμβρίου 2013,"3,018,262.00€","119,971.50€","2,898,290.50€"
 Πέμπτη 12 Σεπτεμβρίου 2013,"3,168,871.00€","161,253.00€","3,007,618.00€"
 Κυριακή 8 Σεπτεμβρίου 2013,"8,796,541.00€","491,841.43€","8,304,699.57€"
 Πέμπτη 5 Σεπτεμβρίου 2013,"7,598,528.00€","946,773.72€","6,651,754.28€"
 Κυριακή 1 Σεπτεμβρίου 2013,"6,458,909.00€","602,740.98€","5,856,168.02€"
 Πέμπτη 29 Αυγούστου 2013,"5,771,948.00€","1,609,446.30€","4,162,501.70€"
 Κυριακή 25 Αυγούστου 2013,"4,939,267.00€","415,209.91€","4,524,057.09€"
 Πέμπτη 22 Αυγούστου 2013,"4,509,148.00€","165,094.00€","4,344,054.00€"
 Κυριακή 18 Αυγούστου 2013,"3,796,398.00€","262,118.50€","3,534,279.50€"
 Τετάρτη 14 Αυγούστου 2013,"3,567,814.00€","352,182.00€","3,215,632.00€"
 Κυριακή 11 Αυγούστου 2013,"2,868,678.00€","529,472.64€","2,339,205.36€"
 Πέμπτη 8 Αυγούστου 2013,"3,518,787.00€","423,316.07€","3,095,470.93€"
 Κυριακή 4 Αυγούστου 2013,"3,428,386.00€","319,070.44€","3,109,315.56€"
 Πέμπτη 1 Αυγούστου 2013,"3,220,575.00€","296,128.39€","2,924,446.61€"
 Κυριακή 28 Ιουλίου 2013,"3,055,656.00€","415,204.64€","2,640,451.36€"
 Πέμπτη 25 Ιουλίου 2013,"2,780,941.00€","524,259.08€","2,256,681.92€"
 Κυριακή 21 Ιουλίου 2013,"2,703,888.00€","280,689.88€","2,423,198.12€"
 Πέμπτη 18 Ιουλίου 2013,"2,773,455.00€","292,199.88€","2,481,255.12€"
 Κυριακή 14 Ιουλίου 2013,"3,483,882.00€","47,643.50€","3,436,238.50€"
 Πέμπτη 11 Ιουλίου 2013,"3,402,630.00€","167,367.50€","3,235,262.50€"
 Κυριακή 7 Ιουλίου 2013,"3,263,802.00€","362,225.23€","2,901,576.77€"
 Πέμπτη 4 Ιουλίου 2013,"3,291,309.00€","312,489.23€","2,978,819.77€"
 Κυριακή 30 Ιουνίου 2013,"3,025,344.00€","479,738.40€","2,545,605.60€"
 Πέμπτη 27 Ιουνίου 2013,"3,030,756.00€","543,967.65€","2,486,788.35€"
 Κυριακή 23 Ιουνίου 2013,"7,824,252.00€","227,630.93€","7,596,621.07€"
 Πέμπτη 20 Ιουνίου 2013,"6,173,821.00€","1,378,920.74€","4,794,900.26€"
 Κυριακή 16 Ιουνίου 2013,"5,841,584.00€","721,083.90€","5,120,500.10€"
 Παρασκευή 14 Ιουνίου 2013,"5,018,642.00€","820,089.16€","4,198,552.84€"
 Κυριακή 9 Ιουνίου 2013,"5,690,804.00€","160,759.00€","5,530,045.00€"
 Πέμπτη 6 Ιουνίου 2013,"5,002,578.00€","464,646.00€","4,537,932.00€"
 Κυριακή 2 Ιουνίου 2013,"4,373,590.00€","377,602.28€","3,995,987.72€"
 Πέμπτη 30 Μαΐου 2013,"4,385,816.00€","483,896.39€","3,901,919.61€"
 Κυριακή 26 Μαΐου 2013,"3,607,077.00€","914,697.25€","2,692,379.75€"
 Πέμπτη 23 Μαΐου 2013,"3,582,200.00€","111,253.50€","3,470,946.50€"
 Κυριακή 19 Μαΐου 2013,"3,205,538.00€","256,837.50€","2,948,700.50€"
 Πέμπτη 16 Μαΐου 2013,"3,458,645.00€","620,434.12€","2,838,210.88€"
 Κυριακή 12 Μαΐου 2013,"3,244,636.00€","69,962.00€","3,174,674.00€"
 Πέμπτη 9 Μαΐου 2013,"3,284,056.00€","203,204.00€","3,080,852.00€"
 Σάββατο 4 Μαΐου 2013,"2,952,546.00€","83,833.00€","2,868,713.00€"
 Πέμπτη 2 Μαΐου 2013,"1,748,098.00€","1,318,756.96€","429,341.04€"
 Κυριακή 28 Απρίλη 2013,"8,043,982.00€","972,607.16€","7,071,374.84€"
 Πέμπτη 25 Απρίλη 2013,"7,338,804.00€","596,688.26€","6,742,115.74€"
 Κυριακή 21 Απρίλη 2013,"6,109,973.00€","869,294.30€","5,240,678.70€"
 Πέμπτη 18 Απρίλη 2013,"5,797,240.00€","585,391.62€","5,211,848.38€"
 Κυριακή 14 Απρίλη 2013,"4,710,253.00€","2,511,088.72€","2,199,164.28€"
 Πέμπτη 11 Απρίλη 2013,"4,314,362.00€","474,000.67€","3,840,361.33€"
 Κυριακή 7 Απρίλη 2013,"3,838,275.00€","707,300.56€","3,130,974.44€"
 Πέμπτη 4 Απρίλη 2013,"3,973,331.00€","78,463.00€","3,894,868.00€"
 Κυριακή 31 Μαρτίου 2013,"3,372,433.00€","229,515.50€","3,142,917.50€"
 Πέμπτη 28 Μαρτίου 2013,"3,537,891.00€","343,696.69€","3,194,194.31€"
 Κυριακή 24 Μαρτίου 2013,"3,007,654.00€","256,640.13€","2,751,013.87€"
 Πέμπτη 21 Μαρτίου 2013,"3,061,538.00€","1,228,461.16€","1,833,076.84€"
 Κυριακή 17 Μαρτίου 2013,"2,673,684.00€","269,597.92€","2,404,086.08€"
 Πέμπτη 14 Μαρτίου 2013,"2,965,737.00€","459,729.96€","2,506,007.04€"
 Κυριακή 10 Μαρτίου 2013,"2,725,621.00€","364,661.21€","2,360,959.79€"
 Πέμπτη 7 Μαρτίου 2013,"3,502,726.00€","1,802,574.28€","1,700,151.72€"
 Κυριακή 3 Μαρτίου 2013,"2,946,504.00€","350,684.89€","2,595,819.11€"
 Πέμπτη 28 Φεβρουάριου 2013,"3,323,950.00€","676,974.54€","2,646,975.46€"
 Κυριακή 24 Φεβρουάριου 2013,"2,833,741.00€","310,233.54€","2,523,507.46€"
 Πέμπτη 21 Φεβρουάριου 2013,"3,292,850.00€","230,388.20€","3,062,461.80€"
 Κυριακή 17 Φεβρουάριου 2013,"2,892,434.00€","312,814.20€","2,579,619.80€"
 Πέμπτη 14 Φεβρουάριου 2013,"3,273,954.00€","335,279.38€","2,938,674.62€"
 Κυριακή 10 Φεβρουάριου 2013,"4,511,239.00€","150,635.64€","4,360,603.36€"
 Πέμπτη 7 Φεβρουάριου 2013,"4,610,341.00€","1,470,486.34€","3,139,854.66€"
 Κυριακή 3 Φεβρουάριου 2013,"3,984,517.00€","490,681.46€","3,493,835.54€"
 Πέμπτη 31 Ιανουαρίου 2013,"3,936,157.00€","146,736.50€","3,789,420.50€"
 Κυριακή 27 Ιανουαρίου 2013,"3,337,400.00€","239,447.50€","3,097,952.50€"
 Πέμπτη 24 Ιανουαρίου 2013,"3,501,197.00€","626,523.04€","2,874,673.96€"
 Κυριακή 20 Ιανουαρίου 2013,"3,058,249.00€","426,613.36€","2,631,635.64€"
 Πέμπτη 17 Ιανουαρίου 2013,"3,491,090.00€","441,958.68€","3,049,131.32€"
 Κυριακή 13 Ιανουαρίου 2013,"3,229,975.00€","3,239,434.60€","-9,459.60€"
 Παρασκευή 11 Ιανουαρίου 2013,"4,122,229.00€","199,320.99€","3,922,908.01€"
 Κυριακή 6 Ιανουαρίου 2013,"1,948,915.00€","339,671.44€","1,609,243.56€"
 Πέμπτη 3 Ιανουαρίου 2013,"5,739,163.00€","161,600.00€","5,577,563.00€"
 Κυριακή 30 Δεκέμβρη 2012,"5,460,088.00€","508,253.50€","4,951,834.50€"
 Πέμπτη 27 Δεκέμβρη 2012,"5,625,790.00€","728,000.22€","4,897,789.78€"
 Κυριακή 23 Δεκέμβρη 2012,"4,007,288.00€","386,610.44€","3,620,677.56€"
 Πέμπτη 20 Δεκέμβρη 2012,"4,072,359.00€","1,597,281.46€","2,475,077.54€"
 Κυριακή 16 Δεκέμβρη 2012,"3,644,167.00€","2,243,470.31€","1,400,696.69€"
 Πέμπτη 13 Δεκέμβρη 2012,"3,844,910.00€","615,962.76€","3,228,947.24€"
 Κυριακή 9 Δεκέμβρη 2012,"3,093,767.00€","244,672.58€","2,849,094.42€"
 Πέμπτη 6 Δεκέμβρη 2012,"3,311,420.00€","495,056.60€","2,816,363.40€"
 Κυριακή 2 Δεκέμβρη 2012,"3,080,582.00€","3,553,907.60€","-473,325.60€"
 Πέμπτη 29 Νοεμβρίου 2012,"5,597,249.00€","3,687,210.76€","1,910,038.24€"
 Κυριακή 25 Νοεμβρίου 2012,"4,320,501.00€","565,124.15€","3,755,376.85€"
 Πέμπτη 22 Νοεμβρίου 2012,"4,529,965.00€","876,960.03€","3,653,004.97€"
 Κυριακή 18 Νοεμβρίου 2012,"3,507,119.00€","469,654.82€","3,037,464.18€"
 Πέμπτη 15 Νοεμβρίου 2012,"3,767,047.00€","406,923.01€","3,360,123.99€"
 Κυριακή 11 Νοεμβρίου 2012,"3,258,057.00€","238,889.02€","3,019,167.98€"
 Κυριακή 4 Νοεμβρίου 2012,"4,564,160.00€","807,115.60€","3,757,044.40€"
 Πέμπτη 1 Νοεμβρίου 2012,"8,466,402.00€","348,604.15€","8,117,797.85€"
 Σάββατο 27 Οκτωβρίου 2012,"6,999,095.00€","1,667,975.98€","5,331,119.02€"
 Πέμπτη 25 Οκτωβρίου 2012,"4,410,524.00€","145,441.50€","4,265,082.50€"
 Κυριακή 21 Οκτωβρίου 2012,"5,192,248.00€","422,973.50€","4,769,274.50€"
 Τετάρτη 17 Οκτωβρίου 2012,"5,652,965.00€","491,031.74€","5,161,933.26€"
 Κυριακή 14 Οκτωβρίου 2012,"2,985,025.00€","312,902.81€","2,672,122.19€"
 Πέμπτη 11 Οκτωβρίου 2012,"4,564,993.00€","1,616,449.61€","2,948,543.39€"
 Κυριακή 7 Οκτωβρίου 2012,"3,571,282.00€","558,932.92€","3,012,349.08€"
 Πέμπτη 4 Οκτωβρίου 2012,"3,676,940.00€","104,274.50€","3,572,665.50€"
 Κυριακή 30 Σεπτεμβρίου 2012,"3,223,174.00€","254,385.00€","2,968,789.00€"
 Πέμπτη 27 Σεπτεμβρίου 2012,"3,289,419.00€","3,791,183.72€","-501,764.72€"
 Κυριακή 23 Σεπτεμβρίου 2012,"7,955,517.00€","282,605.56€","7,672,911.44€"
 Πέμπτη 20 Σεπτεμβρίου 2012,"6,870,479.00€","626,554.95€","6,243,924.05€"
 Κυριακή 16 Σεπτεμβρίου 2012,"5,442,190.00€","719,507.32€","4,722,682.68€"
 Πέμπτη 13 Σεπτεμβρίου 2012,"5,281,760.00€","814,515.58€","4,467,244.42€"
 Κυριακή 9 Σεπτεμβρίου 2012,"4,318,498.00€","561,517.34€","3,756,980.66€"
 Πέμπτη 6 Σεπτεμβρίου 2012,"3,795,149.00€","582,151.48€","3,212,997.52€"
 Κυριακή 2 Σεπτεμβρίου 2012,"3,389,706.00€","337,146.05€","3,052,559.95€"
 Πέμπτη 30 Αυγούστου 2012,"3,351,060.00€","1,503,237.94€","1,847,822.06€"
 Κυριακή 26 Αυγούστου 2012,"3,018,247.00€","265,872.27€","2,752,374.73€"
 Πέμπτη 23 Αυγούστου 2012,"2,979,558.00€","95,356.50€","2,884,201.50€"
 Κυριακή 19 Αυγούστου 2012,"2,698,975.00€","1,492,477.50€","1,206,497.50€"
 Πέμπτη 16 Αυγούστου 2012,"2,799,804.00€","982,780.30€","1,817,023.70€"
 Κυριακή 12 Αυγούστου 2012,"4,182,601.00€","544,074.96€","3,638,526.04€"
 Πέμπτη 9 Αυγούστου 2012,"4,092,655.00€","355,794.26€","3,736,860.74€"
 Κυριακή 5 Αυγούστου 2012,"3,602,995.00€","481,024.32€","3,121,970.68€"
 Πέμπτη 2 Αυγούστου 2012,"3,169,341.00€","101,754.50€","3,067,586.50€"
 Κυριακή 29 Ιουλίου 2012,"2,991,254.00€","222,440.50€","2,768,813.50€"
 Πέμπτη 26 Ιουλίου 2012,"2,875,144.00€","420,287.65€","2,454,856.35€"
 Κυριακή 22 Ιουλίου 2012,"2,817,340.00€","73,364.50€","2,743,975.50€"
 Πέμπτη 19 Ιουλίου 2012,"2,749,518.00€","3,708,691.85€","-959,173.85€"
 Κυριακή 15 Ιουλίου 2012,"3,126,276.00€","206,799.45€","2,919,476.55€"
 Πέμπτη 12 Ιουλίου 2012,"3,108,609.00€","405,072.78€","2,703,536.22€"
 Κυριακή 8 Ιουλίου 2012,"2,900,300.00€","377,605.07€","2,522,694.93€"
 Πέμπτη 5 Ιουλίου 2012,"3,017,527.00€","428,495.07€","2,589,031.93€"
 Κυριακή 1 Ιουλίου 2012,"2,904,693.00€","69,001.00€","2,835,692.00€"
 Πέμπτη 28 Ιουνίου 2012,"2,881,633.00€","5,275,355.07€","-2,393,722.07€"
 Κυριακή 24 Ιουνίου 2012,"3,211,292.00€","338,981.62€","2,872,310.38€"
 Πέμπτη 21 Ιουνίου 2012,"3,270,191.00€","113,852.50€","3,156,338.50€"
 Κυριακή 17 Ιουνίου 2012,"2,945,742.00€","200,052.00€","2,745,690.00€"
 Πέμπτη 14 Ιουνίου 2012,"2,934,462.00€","197,879.50€","2,736,582.50€"
 Κυριακή 10 Ιουνίου 2012,"2,728,097.00€","1,958,559.22€","769,537.78€"
 Πέμπτη 7 Ιουνίου 2012,"5,383,720.00€","358,986.81€","5,024,733.19€"
 Κυριακή 3 Ιουνίου 2012,"4,922,869.00€","931,156.23€","3,991,712.77€"
 Πέμπτη 31 Μαΐου 2012,"4,792,111.00€","799,665.90€","3,992,445.10€"
 Κυριακή 27 Μαΐου 2012,"4,324,009.00€","477,667.37€","3,846,341.63€"
 Πέμπτη 24 Μαΐου 2012,"3,850,980.00€","461,433.37€","3,389,546.63€"
 Κυριακή 20 Μαΐου 2012,"3,287,903.00€","116,434.50€","3,171,468.50€"
 Πέμπτη 17 Μαΐου 2012,"3,400,631.00€","219,595.00€","3,181,036.00€"
 Κυριακή 13 Μαΐου 2012,"2,899,772.00€","589,375.72€","2,310,396.28€"
 Πέμπτη 10 Μαΐου 2012,"3,079,353.00€","75,111.50€","3,004,241.50€"
 Κυριακή 6 Μαΐου 2012,"2,646,957.00€","2,128,251.80€","518,705.20€"
 Πέμπτη 3 Μαΐου 2012,"3,283,615.00€","196,557.28€","3,087,057.72€"
 Κυριακή 29 Απρίλη 2012,"3,156,126.00€","429,380.94€","2,726,745.06€"
 Πέμπτη 26 Απρίλη 2012,"3,473,417.00€","74,861.50€","3,398,555.50€"
 Κυριακή 22 Απρίλη 2012,"3,058,022.00€","381,010.50€","2,677,011.50€"
 Πέμπτη 19 Απρίλη 2012,"3,252,809.00€","602,955.15€","2,649,853.85€"
 Σάββατο 14 Απρίλη 2012,"3,686,940.00€","349,911.28€","3,337,028.72€"
 Τετάρτη 11 Απρίλη 2012,"3,337,151.00€","72,740.00€","3,264,411.00€"
 Κυριακή 8 Απρίλη 2012,"2,472,121.00€","323,482.00€","2,148,639.00€"
 Πέμπτη 5 Απρίλη 2012,"3,812,476.00€","113,526.00€","3,698,950.00€"
 Κυριακή 1 Απρίλη 2012,"3,320,681.00€","218,830.00€","3,101,851.00€"
 Πέμπτη 29 Μαρτίου 2012,"3,571,877.00€","613,033.03€","2,958,843.97€"
 Σάββατο 24 Μαρτίου 2012,"3,500,779.00€","460,942.51€","3,039,836.49€"
 Πέμπτη 22 Μαρτίου 2012,"2,282,464.00€","347,423.52€","1,935,040.48€"
 Κυριακή 18 Μαρτίου 2012,"3,151,255.00€","452,949.16€","2,698,305.84€"
 Πέμπτη 15 Μαρτίου 2012,"8,308,012.00€","7,276,665.27€","1,031,346.73€"
 Κυριακή 11 Μαρτίου 2012,"6,996,770.00€","927,224.18€","6,069,545.82€"
 Πέμπτη 8 Μαρτίου 2012,"6,674,106.00€","712,474.44€","5,961,631.56€"
 Κυριακή 4 Μαρτίου 2012,"5,607,319.00€","799,623.62€","4,807,695.38€"
 Πέμπτη 1 Μαρτίου 2012,"5,422,262.00€","743,386.44€","4,678,875.56€"
 Κυριακή 26 Φεβρουάριου 2012,"4,563,049.00€","119,215.00€","4,443,834.00€"
 Πέμπτη 23 Φεβρουάριου 2012,"4,024,619.00€","246,594.50€","3,778,024.50€"
 Κυριακή 19 Φεβρουάριου 2012,"3,574,966.00€","326,285.59€","3,248,680.41€"
 Πέμπτη 16 Φεβρουάριου 2012,"3,798,040.00€","481,204.68€","3,316,835.32€"
 Κυριακή 12 Φεβρουάριου 2012,"3,210,127.00€","673,432.40€","2,536,694.60€"
 Πέμπτη 9 Φεβρουάριου 2012,"3,465,982.00€","599,748.70€","2,866,233.30€"
 Κυριακή 5 Φεβρουάριου 2012,"3,657,764.00€","293,022.12€","3,364,741.88€"
 Πέμπτη 2 Φεβρουάριου 2012,"4,142,918.00€","537,137.41€","3,605,780.59€"
 Κυριακή 29 Ιανουαρίου 2012,"3,387,507.00€","111,563.00€","3,275,944.00€"
 Πέμπτη 26 Ιανουαρίου 2012,"3,692,218.00€","4,683,363.20€","-991,145.20€"
 Κυριακή 22 Ιανουαρίου 2012,"4,474,088.00€","55,838.00€","4,418,250.00€"
 Πέμπτη 19 Ιανουαρίου 2012,"4,370,254.00€","563,837.50€","3,806,416.50€"
 Κυριακή 15 Ιανουαρίου 2012,"3,630,537.00€","275,362.50€","3,355,174.50€"
 Πέμπτη 12 Ιανουαρίου 2012,"4,017,170.00€","1,105,240.30€","2,911,929.70€"
 Κυριακή 8 Ιανουαρίου 2012,"3,510,153.00€","597,128.90€","2,913,024.10€"
 Πέμπτη 5 Ιανουαρίου 2012,"5,792,868.00€","137,380.49€","5,655,487.51€"
 Κυριακή 1 Ιανουαρίου 2012,"5,750,699.00€","741,762.89€","5,008,936.11€"
 Πέμπτη 29 Δεκέμβρη 2011,"7,703,966.00€","1,145,887.94€","6,558,078.06€"
 Σάββατο 24 Δεκέμβρη 2011,"5,571,813.00€","2,678,009.22€","2,893,803.78€"
 Πέμπτη 22 Δεκέμβρη 2011,"5,014,503.00€","1,079,140.02€","3,935,362.98€"
 Κυριακή 18 Δεκέμβρη 2011,"3,949,494.00€","6,393,181.00€","-2,443,687.00€"
 Πέμπτη 15 Δεκέμβρη 2011,"5,223,043.00€","2,286,921.00€","2,936,122.00€"
 Κυριακή 11 Δεκέμβρη 2011,"3,989,702.00€","788,434.42€","3,201,267.58€"
 Πέμπτη 8 Δεκέμβρη 2011,"3,977,067.00€","637,723.62€","3,339,343.38€"
 Κυριακή 4 Δεκέμβρη 2011,"3,468,127.00€","297,443.54€","3,170,683.46€"
 Πέμπτη 1 Δεκέμβρη 2011,"3,981,033.00€","3,690,655.50€","290,377.50€"
 Κυριακή 27 Νοεμβρίου 2011,"8,762,491.00€","536,005.62€","8,226,485.38€"
 Πέμπτη 24 Νοεμβρίου 2011,"8,067,837.00€","210,830.50€","7,857,006.50€"
 Κυριακή 20 Νοεμβρίου 2011,"6,434,579.00€","490,818.50€","5,943,760.50€"
 Πέμπτη 17 Νοεμβρίου 2011,"6,070,352.00€","680,263.23€","5,390,088.77€"
 Κυριακή 13 Νοεμβρίου 2011,"5,170,838.00€","670,353.15€","4,500,484.85€"
 Κυριακή 6 Νοεμβρίου 2011,"3,913,398.00€","330,374.17€","3,583,023.83€"
 Πέμπτη 3 Νοεμβρίου 2011,"4,133,094.00€","835,213.16€","3,297,880.84€"
 Κυριακή 30 Οκτωβρίου 2011,"3,557,799.00€","1,866,532.30€","1,691,266.70€"
 Πέμπτη 27 Οκτωβρίου 2011,"3,674,515.00€","77,121.00€","3,597,394.00€"
 Κυριακή 23 Οκτωβρίου 2011,"3,243,658.00€","3,884,242.38€","-640,584.38€"
 Κυριακή 16 Οκτωβρίου 2011,"5,663,020.00€","818,673.70€","4,844,346.30€"
 Πέμπτη 13 Οκτωβρίου 2011,"6,028,991.00€","417,565.64€","5,611,425.36€"
 Κυριακή 9 Οκτωβρίου 2011,"5,045,214.00€","804,604.40€","4,240,609.60€"
 Πέμπτη 6 Οκτωβρίου 2011,"5,152,741.00€","193,408.00€","4,959,333.00€"
 Κυριακή 2 Οκτωβρίου 2011,"4,351,094.00€","256,709.00€","4,094,385.00€"
 Πέμπτη 29 Σεπτεμβρίου 2011,"4,145,631.00€","92,440.50€","4,053,190.50€"
 Κυριακή 25 Σεπτεμβρίου 2011,"3,524,816.00€","226,263.50€","3,298,552.50€"
