Date,Total Stakes,Total Paid,Profit
"Friday, 04.07.2025","47,726,594.00 €","13,105,363.40 €","34,621,230.60 €"
"Tuesday, 12.08.2025","29,253,942.00 €","8,019,065.90 €","21,234,876.10 €"
"Friday, 15.08.2025","41,190,720.00€","11,287,245.90€","29,903,474.10€"
"Tuesday, 19.08.2025","32,131,546.00€","8,788,032.10€","23,343,513.90€"
